Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
0.4272196894566702	2.2622860652317485	429.36197916666606	10829.1015625	BUFJAP
0.006263025173293782	0.08768235242611296	493.1640625	10318.684895833334	BUFJAP
4.930960632981002	6.521769026997623	461.26302083333394	10669.596354166668	BUFJAP
7.386066500912165	7.523853054724627	461.26302083333394	5278.320312500001	BUFJAP
8.431991704852226	8.56977825866469	429.36197916666606	2311.523437499999	BUFJAP
8.974251177308002	21.813452782560258	365.55989583333394	11339.518229166668	BUFJAP
22.854922517329378	22.9300788194089	525.0651041666661	1737.3046874999993	BUFJAP
24.41177858956616	24.48067186647239	588.8671875	1482.0963541666665	BUFJAP
25.432651692813046	25.9837979080629	556.9661458333339	11148.111979166668	BUFJAP
26.735360928858153	27.45560882378694	525.0651041666661	1545.8984375	BUFJAP
29.15915167092285	29.296938224735314	493.1640625	1737.3046875	BUFJAP
30.129920572783384	30.217602925209498	556.9661458333339	1418.2942708333321	BUFJAP
31.395051657788727	31.47020795986825	493.1640625	4289.388020833334	BUFJAP
27.836290848230853	27.911447150310376	525.0651041666661	1450.1953124999995	BUFJAP
28.356121937614237	28.51269756694658	525.0651041666661	1577.799479166666	BUFJAP
37.89830823714005	38.00477966508605	429.36197916666606	10892.903645833332	BUFJAP
38.29914184823085	38.38056117548367	588.8671875	3204.7526041666665	BUFJAP
40.02969359139049	47.288539767237985	493.1640625	11722.330729166666	BUFJAP
47.70816245384867	47.86473808318102	461.26302083333394	3683.2682291666674	BUFJAP
50.354941233127576	53.217143737322836	397.4609375	11530.924479166666	BUFJAP
53.76202692739939	55.40293952280236	429.36197916666606	11211.9140625	BUFJAP
57.94572774315964	58.04593614593234	493.1640625	2311.5234375	BUFJAP
58.6910277387816	59.95615882378694	397.4609375	11626.627604166666	BUFJAP
