Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1.2342961911010444	1.8672685967938878	1433.919270833333	6917.860243055556	ZHASCH
2.899013618073222	3.487677955367566	1268.9887152777774	6917.860243055556	ZHASCH
4.728303870525539	5.297979035649098	1433.919270833333	6773.546006944444	ZHASCH
6.323394332871504	6.962696462621276	1495.768229166666	6670.464409722222	ZHASCH
9.519904981620362	10.064261250516207	1578.2335069444434	6649.8480902777765	ZHASCH
11.171962960478686	11.747967849659172	1516.3845486111104	6917.860243055555	ZHASCH
7.2301283983703035	8.274532867763496	1062.8255208333328	2567.8168402777774	ZHASCH
13.204995171895474	13.78732978513289	1578.2335069444434	6732.313368055555	ZHASCH
14.939339563493865	15.559652521072852	1619.466145833333	6835.394965277777	ZHASCH
16.597727266409116	17.097775466906462	1454.5355902777774	6897.24392361111	ZHASCH
18.281433865552078	18.66754703302471	1619.466145833333	6814.778645833333	ZHASCH
20.117053842061324	20.5791236982171	1701.9314236111104	6691.080729166666	ZHASCH
22.129906092164568	22.629954292661914	1598.8498263888878	6814.778645833332	ZHASCH
24.30245057772597	24.777179881995604	1681.315104166666	6835.394965277777	ZHASCH
32.63352709879882	32.96900247381603	1557.6171875	2547.2005208333335	ZHASCH
34.17165004463243	34.557763212105066	1598.8498263888878	2567.816840277777	ZHASCH
35.55785961309976	36.000940297084746	1413.3029513888878	6814.778645833332	ZHASCH
36.912420561282445	37.41246876177979	1433.919270833333	6938.4765625	ZHASCH
38.399905714660626	38.91894308732876	1475.1519097222208	6629.231770833332	ZHASCH
39.963347556721956	40.46972548127623	1372.0703125	6959.092881944445	ZHASCH
41.65338387992185	42.17875097664691	1289.6050347222208	6938.476562499999	ZHASCH
43.04527895965275	43.70989998563024	1268.9887152777774	6917.860243055556	ZHASCH
44.20994818612758	44.773293627194214	1516.3845486111104	6773.546006944443	ZHASCH
45.95695202583983	46.57093525936189	1351.4539930555547	2712.131076388888	ZHASCH
47.590020832527365	48.11538792925243	1372.0703125	6876.627604166667	ZHASCH
50.419407485974375	50.894136790244005	1516.3845486111104	6814.778645833333	ZHASCH
51.72705065759452	52.25241775431958	1454.5355902777774	6608.615451388889	ZHASCH
53.20820608691578	53.73357318364084	1495.768229166666	6897.24392361111	ZHASCH
54.94255047851417	55.51855536769466	1495.768229166666	2588.4331597222217	ZHASCH
56.524981492746285	57.15795389843913	1372.0703125	6794.16232638889	ZHASCH
