Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
0.2422236658076006	1.5148783848869332	509.60286458333303	2298.014322916666	BUFJAP
4.390747490338931	4.484406062738709	618.65234375	1621.9075520833335	BUFJAP
12.23439342499867	12.328051997398447	509.60286458333303	1730.9570312499998	BUFJAP
12.840419481703114	14.608913701722447	509.60286458333303	1033.040364583333	BUFJAP
15.220449086215112	16.465557166353335	575.032552083333	5853.02734375	BUFJAP
20.772825006076893	22.993084104730446	422.36328125	5678.548177083333	BUFJAP
25.98954573615156	26.083204308551338	487.79296875	1752.7669270833333	BUFJAP
26.468857253726892	28.182258195864	422.36328125	5460.44921875	BUFJAP
28.518327190945556	28.711153663533334	465.98307291666697	2232.584635416667	BUFJAP
29.113334592073556	29.25106778677911	509.60286458333303	2145.345052083333	BUFJAP
29.835056532330665	30.011355021553776	444.17317708333303	2036.2955729166663	BUFJAP
32.76050958787666	32.90375211037044	487.79296875	5853.02734375	BUFJAP
33.47121287255733	33.575890100533556	444.17317708333303	5525.87890625	BUFJAP
34.06113962954112	34.75531493085712	553.22265625	923.990885416667	BUFJAP
35.48805552669067	35.669863343702005	444.17317708333303	8295.735677083332	BUFJAP
36.30343603934756	36.48524385635889	444.17317708333303	8164.876302083333	BUFJAP
37.71382395313245	37.862575803414444	444.17317708333303	2363.444010416666	BUFJAP
38.44105522117778	38.60633505482444	465.98307291666697	6027.506510416667	BUFJAP
40.30320801359689	42.881573418484884	465.98307291666697	3890.1367187500005	BUFJAP
39.57880943251867	39.64492136597733	378.74348958333303	902.180989583333	BUFJAP
53.63121707681512	53.70834766585023	596.842447916667	4042.8059895833335	BUFJAP
55.669668358457336	55.741289619704226	596.842447916667	2385.25390625	BUFJAP
56.19856382612667	59.81819218298867	509.60286458333303	4435.384114583334	BUFJAP
